time,sum_value,count_value,volatility
2023-05-09,14.507372280287782,709,0.14304453171653406
2023-05-10,14.749620105296904,687,0.1465251075419164
2023-05-11,15.887858370875005,701,0.15054754260124573
2023-05-12,15.04627617015147,704,0.14619354082193942
2023-05-15,14.390584933300454,689,0.14452055228865474
2023-05-16,13.76063918807317,665,0.1438495412171367
2023-05-17,13.916636846709112,691,0.14191494184484768
2023-05-18,18.313266615202064,755,0.15574332175663524
2023-05-19,19.56603881527296,738,0.16282582017963868
2023-05-22,18.60241907458492,773,0.1551297044202437
2023-05-23,15.715684441352924,737,0.1460269135681225
2023-05-24,16.09765586277495,843,0.138187109312126
2023-05-25,16.481775073469713,779,0.14545654333621183
